Parent_Site,Lokasi,Kecamatan,Label,Kelas_Detail,Confidence,Latitude,Longitude,N_Pixel,B2,B3,B4,B8,B11,B12,NDVI,NDWI,PC1,PC2,Distance_Own_Class,Distance_Other_Class,Other_Class_Closer,Max_Abs_Robust_Z,Spectral_Outlier,Medium_Confidence,QC_Reason,QC_Status,Centroid_Margin
BW010,Sawah Selatan Rel KA,Sukomoro,1,Bawang Merah,High,-7.596737947449351,111.94028027976714,1,0.0491999983787536,0.0697999969124794,0.0627999976277351,0.1676999926567077,0.1339000016450882,0.0869000032544136,0.4567901194095611,-0.4262227714061737,-0.7678637643012237,-0.9093084094881633,1.486449879869678,0.751331847995039,True,0.9859663871749744,False,False,lebih dekat ke centroid kelas lain,REVIEW,-0.7351180318746389
BW011,Persawahan Desa Rejoso,Rejoso,1,Bawang Merah,High,-7.545084818612478,111.8852135528506,1,0.0520000010728836,0.0672999992966651,0.0551999993622303,0.1527999937534332,0.1002999991178512,0.0553000010550022,0.5188866853713989,-0.4622009694576263,-1.404937387905167,-1.2313268549237324,2.3541600468022637,1.5992937713603954,True,1.6790306129981842,False,False,lebih dekat ke centroid kelas lain,REVIEW,-0.7548662754418682
BW012,Area Pertanian Banjarejo,Rejoso,1,Bawang Merah,High,-7.542300041231708,111.8814406286573,1,0.0533999986946582,0.0835999995470047,0.0857999995350837,0.2689000070095062,0.2161999940872192,0.1321000009775161,0.5246305465698242,-0.5210617184638977,0.7276807431035531,1.2207626552294726,1.3820234182308029,2.5238510413051074,False,1.346709639176942,False,False,OK,OK,1.1418276230743045
BW013,Sawah Desa Mlorah,Rejoso,1,Bawang Merah,Medium,-7.551193362544491,111.87560157931053,1,0.1155000030994415,0.1353999972343444,0.1445000022649765,0.2504000067710876,0.2343000024557113,0.1794500052928924,0.2448073476552963,-0.2980819046497345,5.581180968702017,0.0020434833726647103,5.5611291192654875,6.587730657777569,False,6.323112569935523,True,True,outlier spektral; confidence medium,REVIEW,1.0266015385120815
BW014,Timur Kantor Kecamatan,Rejoso,1,Bawang Merah,High,-7.54840858516372,111.88853731940183,1,0.0599000006914138,0.0781999975442886,0.069300003349781,0.201550006866455,0.1106500029563903,0.0640999972820282,0.5306845903396606,-0.4991340935230255,-0.5772668241199529,-0.5759928965092194,1.743622011788106,1.7140512679753432,True,1.4655420160312775,False,False,lebih dekat ke centroid kelas lain,REVIEW,-0.029570743812762812
BW016,Pertanian Klagen,Rejoso,1,Bawang Merah,Medium,-7.538077959396346,111.88341692228236,1,0.1115999966859817,0.1252000033855438,0.1418000012636184,0.2110999971628189,0.2624000012874603,0.2245000004768371,0.1889608502388,-0.2537577450275421,5.73594414954803,-0.1408459236005192,5.570237278726527,6.550060024892279,False,5.9168493354456,True,True,outlier spektral; confidence medium,REVIEW,0.9798227461657518
BW017,Blok Barat Rejoso,Rejoso,1,Bawang Merah,High,-7.546162796953422,111.8791050089186,1,0.0313999988138675,0.046799998730421,0.034400001168251,0.2205000072717666,0.1497000008821487,0.0807000026106834,0.7230614423751831,-0.6357552409172058,-2.7211101849340573,0.8596167658215723,3.006633549517447,2.504214469061746,True,2.43757552630876,False,False,lebih dekat ke centroid kelas lain,REVIEW,-0.5024190804557009
BW018,Sawah Perbatasan Bagor,Rejoso,1,Bawang Merah,Medium,-7.555415444379853,111.8724574758161,1,0.0564499981701374,0.0686499997973442,0.0635500028729438,0.1713999956846237,0.0917500033974647,0.0551999993622303,0.4513504207134247,-0.4299062490463257,-1.0308893715459941,-1.3794987143951094,2.2310941796642068,1.5963278691639926,True,1.855390604636218,False,True,lebih dekat ke centroid kelas lain; confidence medium,REVIEW,-0.6347663105002141
BW019,Area Utara Jalan Tol,Rejoso,1,Bawang Merah,High,-7.5251422193050255,111.88620169966312,1,0.0575000010430812,0.0784000009298324,0.0859500020742416,0.2544000148773193,0.2151000052690506,0.1358000040054321,0.4866857528686523,-0.5263070464134216,0.7589008078629298,1.0135673381173886,1.134605284975835,2.3311085634732396,False,1.0146131216711158,False,False,OK,OK,1.1965032784974046
BW020,Sawah Dekat Sungai,Rejoso,1,Bawang Merah,High,-7.541761052061236,111.88431523756648,1,0.0540000014007091,0.0719999969005584,0.067500002682209,0.2072000056505203,0.1608999967575073,0.1005999967455864,0.5111976861953735,-0.4853046536445617,-0.36492127305838723,-0.025901190605471896,0.6588877692364151,0.9815253478260423,False,0.4290399198436046,False,False,OK,OK,0.32263757858962716
BW021,Persawahan Desa Bagor Kulon,Bagor,1,Bawang Merah,High,-7.5750885491020705,111.85520982236102,1,0.0654499977827072,0.0906499996781349,0.0852499976754188,0.2221000045537948,0.1817000061273574,0.1228500008583068,0.4449287354946136,-0.4159249663352966,1.1163389705654507,0.008138603370843985,1.091074623657229,2.1570181421487282,False,1.1562857479117932,False,False,OK,OK,1.0659435184914992
BW022,Sawah Desa Guyangan,Bagor,1,Bawang Merah,High,-7.5723037717213,111.86140819782143,1,0.0797000005841255,0.0898500010371208,0.0847499966621398,0.1929499953985214,0.2000499963760376,0.161650002002716,0.3911630511283874,-0.3692299127578735,1.9134671569054857,-0.20615523940366345,1.8974866132556274,2.813696509689736,False,2.593830288136129,False,False,OK,OK,0.9162098964341086
BW023,Area Pertanian Banaran,Bagor,1,Bawang Merah,High,-7.581197093034083,111.85161656122452,1,0.0520000010728836,0.0623000003397464,0.065600000321865,0.2345000058412552,0.1559000015258789,0.0838999971747398,0.5770470499992371,-0.5461441278457642,-0.950626444623334,0.40304232018467606,1.3611156749340358,1.4389781953431406,False,0.8707742082099855,False,False,OK,OK,0.0778625204091048
BW024,Sawah Desa Paron,Bagor,1,Bawang Merah,High,-7.588383615307039,111.85853358891224,1,0.0568000003695488,0.0791999995708465,0.0762000009417533,0.209099993109703,0.1454000025987625,0.1061000004410743,0.3593681454658508,-0.4066895842552185,0.2552637950218672,-0.6429609120538401,0.9744200098429797,1.299139627877105,False,0.7487569032928351,False,False,OK,OK,0.3247196180341253
BW025,Blok Timur Bagor,Bagor,1,Bawang Merah,Medium,-7.575627538272542,111.86823539398075,1,0.0531999990344047,0.0693999975919723,0.0737999975681305,0.1847999989986419,0.1509000062942505,0.1049999967217445,0.4217067062854767,-0.4143459796905517,-0.19833053043267432,-0.6664802942248198,0.947038517871764,0.7878180216174537,True,0.6353088224437881,False,True,lebih dekat ke centroid kelas lain; confidence medium,REVIEW,-0.15922049625431023
BW026,Sawah Desa Ngumpul,Bagor,1,Bawang Merah,High,-7.568081689885938,111.86338449144652,1,0.033050000667572,0.0577000007033348,0.0366499982774257,0.324999988079071,0.2027000039815902,0.1092500016093254,0.8064593076705933,-0.7008544206619263,-1.9914931251618744,2.7020753323729574,3.4661357894242313,3.657779914590723,False,2.6315798774158425,False,False,OK,OK,0.19164412516649154
BW027,Pertanian Kendalrejo,Bagor,1,Bawang Merah,High,-7.59116839268781,111.85916240961114,1,0.0584000013768672,0.0819000005722045,0.0842000022530555,0.2280000001192093,0.2361000031232834,0.1548999994993209,0.4004983901977539,-0.4519402980804443,1.2213900741614545,0.6450005054656051,1.3492993835406117,2.427340775312365,False,1.210000329438746,False,False,OK,OK,1.0780413917717533
BW028,Sawah Barat Timbangan,Bagor,1,Bawang Merah,High,-7.57643602202825,111.86050988253731,1,0.0763000026345253,0.0962999984622001,0.1071999967098236,0.1891999989748001,0.2008000016212463,0.134100005030632,0.279458224773407,-0.3272343277931213,2.3414903411159673,-0.7431683341076963,2.368705193518146,3.1893959067855167,False,2.2396528797358437,False,False,OK,OK,0.8206907132673709
BW029,Area Selatan Jalan Arteri,Bagor,1,Bawang Merah,High,-7.5830835551307345,111.85619796917356,1,0.0475500002503395,0.0589499995112419,0.0571999996900558,0.1343999952077865,0.1530500054359436,0.0991000011563301,0.4094389081001282,-0.3877807259559631,-0.9349089219413481,-1.2092529633946985,1.962008848535344,0.9858512163006183,True,1.7337737925824641,False,False,lebih dekat ke centroid kelas lain,REVIEW,-0.9761576322347256
BW033,Pertanian Desa Campur,Gondang,1,Bawang Merah,Medium,-7.481214601911581,111.95258719915957,1,0.0538000017404556,0.0727000012993812,0.0882000029087066,0.2377000004053115,0.3088000118732452,0.1923999935388565,0.4241823554039001,-0.4650478363037109,1.5363101462356226,1.5525959173277004,2.7096030944858986,3.5765580295943384,False,2.6216803707973697,False,True,confidence medium,REVIEW,0.8669549351084398
BW034,Area Selatan Gondang,Gondang,1,Bawang Merah,High,-7.508433555020402,111.95752793322222,1,0.0386999994516372,0.061549998819828,0.045449998229742,0.2072000056505203,0.1815000027418136,0.0997999981045723,0.637303352355957,-0.5455341339111328,-1.5179087632518302,0.6206838365342012,1.8276610495539776,1.522908208712652,True,1.677135271481629,False,False,lebih dekat ke centroid kelas lain,REVIEW,-0.3047528408413256
BW035,Sawah Desa Balonggebang,Gondang,1,Bawang Merah,High,-7.512655636855763,111.954204166671,1,0.0471000000834465,0.0664499998092651,0.0552500002086162,0.2374999970197677,0.2055500000715255,0.1124999970197677,0.6068192720413208,-0.5551743507385254,-0.7545991960487857,1.0625953394358494,1.3456828636900295,1.715913166574925,False,1.0466091100691584,False,False,OK,OK,0.37023030288489545
BW036,Persawahan Ngujung,Gondang,1,Bawang Merah,High,-7.488131629599301,111.94836511732422,1,0.0260000005364418,0.0449000000953674,0.0289999991655349,0.2861999869346618,0.2047999948263168,0.096900001168251,0.8113207817077637,-0.7222394347190857,-2.760568704893312,2.3876051905824136,3.7276502161196117,3.625529176719228,True,3.0000927464998868,False,False,lebih dekat ke centroid kelas lain,REVIEW,-0.10212103940038375
BW037,Blok Timur Karangsemi,Gondang,1,Bawang Merah,Medium,-7.497204613968908,111.96013304754618,1,0.0295000001788139,0.0483999997377395,0.033900000154972,0.2842000126838684,0.2113000005483627,0.1042999997735023,0.7776315808296204,-0.7090250253677368,-2.36185575436748,2.33324186516091,3.3888513258700503,3.3763612032834285,True,2.6354981728816766,False,True,lebih dekat ke centroid kelas lain; confidence medium,REVIEW,-0.012490122586621855
BW039,Area Pertanian Kedungglugu,Gondang,1,Bawang Merah,Medium,-7.465134758325841,111.96121102588712,1,0.0604999996721744,0.0843999981880188,0.0794000029563903,0.2836000025272369,0.2939999997615814,0.1801500022411346,0.5273855924606323,-0.523792564868927,1.5354823822307127,2.171980852484155,2.6534025741834686,3.7213292614739526,False,2.3164018539868576,False,True,confidence medium,REVIEW,1.067926687290484
BW040,Sawah Dekat Hutan,Gondang,1,Bawang Merah,High,-7.459744866621124,111.95833641697794,1,0.0255999993532896,0.045499999076128,0.0273000001907348,0.2414000034332275,0.1817000061273574,0.0825999975204467,0.796875,-0.6829268336296082,-2.9815606354586524,1.6038141407209094,3.4951941849272425,3.1517222750644165,True,3.041760825276979,False,False,lebih dekat ke centroid kelas lain,REVIEW,-0.34347190986282605
