Sample_ID,Parent_Site,Lokasi,Kecamatan,Latitude,Longitude,Input_Latitude,Input_Longitude,Label,Kelas_Detail,Confidence,Sumber_GT,Raster_Row,Raster_Col,Pixel_ID,B2,B3,B4,B8,B11,B12,NDVI,NDWI,Samples_Per_Site,Site_Weight,Confidence_Weight,Raw_Sample_Weight,QC_Status,QC_Reason,Centroid_Margin,Max_Abs_Robust_Z,Other_Class_Closer,Spectral_Outlier
NB004_P03,NB004,Sawah Padi,Gondang,-7.485077357633294,111.95878557462,-7.485077357633294,111.95878557462,0,Padi,High,Ground Truth Negatif V4,1014,2598,1014_2598,0.0333999991416931,0.0496999993920326,0.0340000018477439,0.2391999959945678,0.1944999992847442,0.0996999964118003,0.7473996877670288,-0.6564589738845825,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,lebih dekat ke centroid kelas lain,-0.16444927190433578,1.5868670465502834,True,False
NB004_P04,NB004,Sawah Padi,Gondang,-7.485167189161706,111.95860591156315,-7.485167189161706,111.95860591156315,0,Padi,High,Ground Truth Negatif V4,1015,2596,1015_2596,0.0483000017702579,0.0692000016570091,0.0627999976277351,0.2639000117778778,0.2302999943494796,0.1240999996662139,0.6249651908874512,-0.5832223892211914,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,lebih dekat ke centroid kelas lain,-0.16444927190433578,1.5868670465502834,True,False
NB004_P05,NB004,Sawah Padi,Gondang,-7.485167189161706,111.95869574309158,-7.485167189161706,111.95869574309158,0,Padi,High,Ground Truth Negatif V4,1015,2597,1015_2597,0.0403999984264373,0.0568000003695488,0.0507999993860721,0.2342000007629394,0.1944999992847442,0.0996999964118003,0.673107385635376,-0.6194086670875549,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,lebih dekat ke centroid kelas lain,-0.16444927190433578,1.5868670465502834,True,False
NB004_P06,NB004,Sawah Padi,Gondang,-7.485167189161706,111.95878557462,-7.485167189161706,111.95878557462,0,Padi,High,Ground Truth Negatif V4,1015,2598,1015_2598,0.0381000004708766,0.0571000017225742,0.045499999076128,0.2526000142097473,0.1944999992847442,0.0996999964118003,0.7161571979522705,-0.6386698484420776,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,lebih dekat ke centroid kelas lain,-0.16444927190433578,1.5868670465502834,True,False
NB004_P07,NB004,Sawah Padi,Gondang,-7.485257020690118,111.95860591156315,-7.485257020690118,111.95860591156315,0,Padi,High,Ground Truth Negatif V4,1016,2596,1016_2596,0.0560000017285347,0.0778999999165535,0.0805500000715255,0.2640999853610992,0.2703999876976013,0.1636999994516372,0.5374028086662292,-0.5346687436103821,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,lebih dekat ke centroid kelas lain,-0.16444927190433578,1.5868670465502834,True,False
NB004_P08,NB004,Sawah Padi,Gondang,-7.485257020690118,111.95869574309158,-7.485257020690118,111.95869574309158,0,Padi,High,Ground Truth Negatif V4,1016,2597,1016_2597,0.0400499999523162,0.0565499998629093,0.0531999990344047,0.2217999994754791,0.2268999963998794,0.1196499988436698,0.6520406603813171,-0.5954417586326599,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,lebih dekat ke centroid kelas lain,-0.16444927190433578,1.5868670465502834,True,False
NB004_P09,NB004,Sawah Padi,Gondang,-7.485257020690118,111.95878557462,-7.485257020690118,111.95878557462,0,Padi,High,Ground Truth Negatif V4,1016,2598,1016_2598,0.0379999987781047,0.060199998319149,0.0462500005960464,0.2529000043869018,0.2268999963998794,0.1196499988436698,0.7285842299461365,-0.6259145140647888,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,lebih dekat ke centroid kelas lain,-0.16444927190433578,1.5868670465502834,True,False
NB005_P01,NB005,Jalan Barat,Bagor,-7.575268212158894,111.85916240961114,-7.575268212158894,111.85916240961114,0,Jalan,High,Ground Truth Negatif V4,2018,1489,2018_1489,0.0637499988079071,0.0776999965310096,0.0776999965310096,0.1526499986648559,0.1269499957561493,0.090549997985363,0.3442324101924896,-0.3306598663330078,1,1.0,1.0,1.0,OK,OK,0.19946134972811724,1.0337744000040188,False,False
NB006_P01,NB006,Jalan Timur,Sukomoro,-7.594222664653817,111.94809562273898,-7.594222664653817,111.94809562273898,0,Jalan,High,Ground Truth Negatif V4,2229,2479,2229_2479,0.0773999989032745,0.097800001502037,0.0922000035643577,0.2445999979972839,0.226500004529953,0.179199993610382,0.4399502277374267,-0.4269924461841583,1,1.0,1.0,1.0,REVIEW,lebih dekat ke centroid kelas lain; outlier spektral,-1.1667745675621597,5.467685503617836,True,True
NB007_P01,NB007,Hutan Jati,Rejoso,-7.491365564622131,111.88413557450968,-7.491365564622131,111.88413557450968,0,Hutan Jati,High,Ground Truth Negatif V4,1084,1767,1084_1767,0.0286999996751546,0.0377999991178512,0.0263999998569488,0.0175999999046325,0.0151000004261732,0.0124000003561377,-0.3333333432674408,0.449139267206192,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,outlier spektral,1.0568833911562994,5.402516836377324,False,True
NB007_P02,NB007,Hutan Jati,Rejoso,-7.491365564622131,111.88422540603808,-7.491365564622131,111.88422540603808,0,Hutan Jati,High,Ground Truth Negatif V4,1084,1768,1084_1768,0.0289999991655349,0.0397999994456768,0.0285999998450279,0.0176999997347593,0.0154999997466802,0.0125000001862645,-0.3407821357250213,0.445141077041626,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,outlier spektral,1.0568833911562994,5.402516836377324,False,True
NB007_P03,NB007,Hutan Jati,Rejoso,-7.491365564622131,111.88431523756648,-7.491365564622131,111.88431523756648,0,Hutan Jati,High,Ground Truth Negatif V4,1084,1769,1084_1769,0.0302000008523464,0.0403999984264373,0.0300999991595745,0.0170000009238719,0.0154999997466802,0.0125000001862645,-0.3668528795242309,0.46875,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,outlier spektral,1.0568833911562994,5.402516836377324,False,True
NB007_P04,NB007,Hutan Jati,Rejoso,-7.491455396150543,111.88413557450968,-7.491455396150543,111.88413557450968,0,Hutan Jati,High,Ground Truth Negatif V4,1085,1767,1085_1767,0.0298999994993209,0.036200001835823,0.0265999995172023,0.0167999994009733,0.0151000004261732,0.0124000003561377,-0.3600000143051147,0.4615384638309479,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,outlier spektral,1.0568833911562994,5.402516836377324,False,True
NB007_P05,NB007,Hutan Jati,Rejoso,-7.491455396150543,111.88422540603808,-7.491455396150543,111.88422540603808,0,Hutan Jati,High,Ground Truth Negatif V4,1085,1768,1085_1768,0.0285000000149011,0.0377999991178512,0.0281000006943941,0.0163000002503395,0.0154999997466802,0.0125000001862645,-0.3626373708248138,0.4729411900043487,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,outlier spektral,1.0568833911562994,5.402516836377324,False,True
NB007_P06,NB007,Hutan Jati,Rejoso,-7.491455396150543,111.88431523756648,-7.491455396150543,111.88431523756648,0,Hutan Jati,High,Ground Truth Negatif V4,1085,1769,1085_1769,0.0284000001847744,0.0386999994516372,0.0293000005185604,0.015599999576807,0.0154999997466802,0.0125000001862645,-0.3791208863258362,0.4967741966247558,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,outlier spektral,1.0568833911562994,5.402516836377324,False,True
NB007_P07,NB007,Hutan Jati,Rejoso,-7.491545227678955,111.88413557450968,-7.491545227678955,111.88413557450968,0,Hutan Jati,High,Ground Truth Negatif V4,1086,1767,1086_1767,0.0270000007003545,0.0375000014901161,0.0275999996811151,0.0163000002503395,0.0142000000923872,0.0120000001043081,-0.3456464409828186,0.4476614594459533,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,outlier spektral,1.0568833911562994,5.402516836377324,False,True
NB007_P08,NB007,Hutan Jati,Rejoso,-7.491545227678955,111.88422540603808,-7.491545227678955,111.88422540603808,0,Hutan Jati,High,Ground Truth Negatif V4,1086,1768,1086_1768,0.0302000008523464,0.0373999997973442,0.0273000001907348,0.0148000000044703,0.0144999995827674,0.0115000000223517,-0.3832853138446808,0.4731934666633606,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,outlier spektral,1.0568833911562994,5.402516836377324,False,True
NB007_P09,NB007,Hutan Jati,Rejoso,-7.491545227678955,111.88431523756648,-7.491545227678955,111.88431523756648,0,Hutan Jati,High,Ground Truth Negatif V4,1086,1769,1086_1769,0.0298999994993209,0.0377999991178512,0.0276999995112419,0.0143999997526407,0.0144999995827674,0.0115000000223517,-0.3793103396892547,0.4952380955219269,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,outlier spektral,1.0568833911562994,5.402516836377324,False,True
NB008_P01,NB008,Hutan Rimba,Gondang,-7.445192159018387,111.94540067688662,-7.445192159018387,111.94540067688662,0,Hutan,High,Ground Truth Negatif V4,570,2449,570_2449,0.0483999997377395,0.0732000023126602,0.0597999989986419,0.2842999994754791,0.2236000001430511,0.1243000030517578,0.6525275707244873,-0.5866742134094238,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,lebih dekat ke centroid kelas lain,-0.32580089135019596,1.1976629447892413,True,False
NB008_P02,NB008,Hutan Rimba,Gondang,-7.445192159018387,111.94549050841503,-7.445192159018387,111.94549050841503,0,Hutan,High,Ground Truth Negatif V4,570,2450,570_2450,0.0416000001132488,0.0659999996423721,0.0507999993860721,0.3217000067234039,0.2236000001430511,0.1243000030517578,0.7277598977088928,-0.6595744490623474,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,lebih dekat ke centroid kelas lain,-0.32580089135019596,1.1976629447892413,True,False
NB008_P03,NB008,Hutan Rimba,Gondang,-7.445192159018387,111.94558033994343,-7.445192159018387,111.94558033994343,0,Hutan,High,Ground Truth Negatif V4,570,2451,570_2451,0.0388999991118907,0.0630000010132789,0.0478000007569789,0.3364000022411346,0.2166000008583068,0.1203000023961067,0.7534176111221313,-0.6872673034667969,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,lebih dekat ke centroid kelas lain,-0.32580089135019596,1.1976629447892413,True,False
NB008_P04,NB008,Hutan Rimba,Gondang,-7.4452819905468,111.94540067688662,-7.4452819905468,111.94540067688662,0,Hutan,High,Ground Truth Negatif V4,571,2449,571_2449,0.0461000017821788,0.0689999982714653,0.050500001758337,0.2928000092506408,0.2010000050067901,0.1049999967217445,0.7058823704719543,-0.6186791658401489,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,lebih dekat ke centroid kelas lain,-0.32580089135019596,1.1976629447892413,True,False
NB008_P05,NB008,Hutan Rimba,Gondang,-7.4452819905468,111.94549050841503,-7.4452819905468,111.94549050841503,0,Hutan,High,Ground Truth Negatif V4,571,2450,571_2450,0.0399000011384487,0.0608000010251998,0.0461999997496604,0.3111000061035156,0.2010000050067901,0.1049999967217445,0.7401574850082397,-0.6715288758277893,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,lebih dekat ke centroid kelas lain,-0.32580089135019596,1.1976629447892413,True,False
NB008_P06,NB008,Hutan Rimba,Gondang,-7.4452819905468,111.94558033994343,-7.4452819905468,111.94558033994343,0,Hutan,High,Ground Truth Negatif V4,571,2451,571_2451,0.0399999991059303,0.062399998307228,0.0460000000894069,0.319599986076355,0.1913000047206878,0.1040000021457672,0.7495235204696655,-0.6732984185218811,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,lebih dekat ke centroid kelas lain,-0.32580089135019596,1.1976629447892413,True,False
NB008_P07,NB008,Hutan Rimba,Gondang,-7.445371822075211,111.94540067688662,-7.445371822075211,111.94540067688662,0,Hutan,High,Ground Truth Negatif V4,572,2449,572_2449,0.0436999984085559,0.066600002348423,0.0504000000655651,0.2851999998092651,0.2010000050067901,0.1049999967217445,0.7010949850082397,-0.6234428286552429,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,lebih dekat ke centroid kelas lain,-0.32580089135019596,1.1976629447892413,True,False
NB008_P08,NB008,Hutan Rimba,Gondang,-7.445371822075211,111.94549050841503,-7.445371822075211,111.94549050841503,0,Hutan,High,Ground Truth Negatif V4,572,2450,572_2450,0.0377000011503696,0.0566999986767768,0.0441999994218349,0.2820999920368194,0.2010000050067901,0.1049999967217445,0.7276214957237244,-0.6637930870056152,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,lebih dekat ke centroid kelas lain,-0.32580089135019596,1.1976629447892413,True,False
NB008_P09,NB008,Hutan Rimba,Gondang,-7.445371822075211,111.94558033994343,-7.445371822075211,111.94558033994343,0,Hutan,High,Ground Truth Negatif V4,572,2451,572_2451,0.0412000007927417,0.0599999986588954,0.050000000745058,0.2675999999046325,0.1913000047206878,0.1040000021457672,0.6782210469245911,-0.628022313117981,9,0.1111111111111111,1.0,0.1111111111111111,REVIEW,lebih dekat ke centroid kelas lain,-0.32580089135019596,1.1976629447892413,True,False
BW001,BW001,Utara Jalan Raya Sukomoro,Sukomoro,-7.585059848755797,111.93524971417608,-7.585102,111.93521,1,Bawang Merah,High,Interpretasi Visual Satelit,2127,2336,2127_2336,0.0723000019788742,0.0856499969959259,0.0926000028848648,0.1860000044107437,0.3048999905586242,0.2890999913215637,0.3323848843574524,-0.373222678899765,1,1.0,1.0,1.0,REVIEW,outlier spektral,0.8073618647880245,4.648476550980076,False,True
BW002,BW002,Persawahan Desa Nglundo,Sukomoro,-7.586317490153564,111.9482752857958,-7.586311,111.948305,1,Bawang Merah,High,Interpretasi Visual Satelit,2141,2481,2141_2481,0.0517500005662441,0.0617999993264675,0.0603000000119209,0.0949999988079071,0.0999500006437301,0.0687500014901161,0.2161711752414703,-0.2376575767993927,1,1.0,1.0,1.0,REVIEW,lebih dekat ke centroid kelas lain,-0.9309362999528186,2.6361605990619625,True,False
BW003,BW003,Selatan Stasiun Sukomoro,Sukomoro,-7.595390474523172,111.94611932911393,-7.59542,111.946112,1,Bawang Merah,High,Interpretasi Visual Satelit,2242,2457,2242_2457,0.0577999986708164,0.0707999989390373,0.0697999969124794,0.1378999948501587,0.1105000004172325,0.0724000036716461,0.3222835958003998,-0.2898876368999481,1,1.0,1.0,1.0,REVIEW,lebih dekat ke centroid kelas lain,-0.6784003307865327,1.6536125289136863,True,False
BW004,BW004,Area Timur Pasar Sukomoro,Sukomoro,-7.597546431205059,111.94719730745486,-7.597511,111.947201,1,Bawang Merah,High,Interpretasi Visual Satelit,2266,2469,2266_2469,0.0577999986708164,0.0745000019669532,0.0711999982595443,0.1678999960422516,0.1151499971747398,0.0719999969005584,0.419687420129776,-0.3980297446250915,1,1.0,1.0,1.0,REVIEW,lebih dekat ke centroid kelas lain,-0.4174712153303173,1.3727210405976848,True,False
BW005,BW005,Persawahan Desa Kapas,Sukomoro,-7.605182111120074,111.9384836491989,-7.605213,111.938515,1,Bawang Merah,High,Interpretasi Visual Satelit,2351,2372,2351_2372,0.0555999986827373,0.0786999985575676,0.0785999968647956,0.1974000036716461,0.1713999956846237,0.1103999987244606,0.4050343334674835,-0.4196676015853882,1,1.0,1.0,1.0,OK,OK,0.619918835759371,0.4012247890761623,False,False
BW006,BW006,Blok Pertanian Kapas Barat,Sukomoro,-7.606349920989429,111.93641752404542,-7.606322,111.93641,1,Bawang Merah,High,Interpretasi Visual Satelit,2364,2349,2364_2349,0.0720499977469444,0.094650000333786,0.1070000007748603,0.271450012922287,0.2212000042200088,0.1356000006198883,0.2916136384010315,-0.4266977906227112,1,1.0,1.0,1.0,OK,OK,1.0792214411283454,1.7969303431093298,False,False
BW007,BW007,Sawah Desa Bungur,Sukomoro,-7.581197093034083,111.94010061671032,-7.581205,111.940125,1,Bawang Merah,High,Interpretasi Visual Satelit,2084,2390,2084_2390,0.0473500005900859,0.0636999979615211,0.0582000017166137,0.231900006532669,0.1931000053882599,0.1339000016450882,0.5977163910865784,-0.5719962120056152,1,1.0,1.0,1.0,OK,OK,0.4213823249292996,1.0847178058779823,False,False
BW008,BW008,Perbatasan Nganjuk Kota,Sukomoro,-7.583442881244382,111.93147678998275,-7.58341,111.931502,1,Bawang Merah,Medium,Interpretasi Visual Satelit,2109,2294,2109_2294,0.0675999969244003,0.0843999981880188,0.0970000028610229,0.1655000001192093,0.1504999995231628,0.1096000000834465,0.2242990583181381,-0.3263157904148102,1,1.0,0.75,0.75,REVIEW,confidence medium,0.30234289948066895,1.4763926082633247,False,False
BW010,BW010,Sawah Selatan Rel KA,Sukomoro,-7.596737947449351,111.94028027976714,-7.59672,111.940315,1,Bawang Merah,High,Interpretasi Visual Satelit,2257,2392,2257_2392,0.0491999983787536,0.0697999969124794,0.0627999976277351,0.1676999926567077,0.1339000016450882,0.0869000032544136,0.4567901194095611,-0.4262227714061737,1,1.0,1.0,1.0,REVIEW,lebih dekat ke centroid kelas lain,-0.7351180318746389,0.9859663871749744,True,False
BW011,BW011,Persawahan Desa Rejoso,Rejoso,-7.545084818612478,111.8852135528506,-7.545102,111.88521,1,Bawang Merah,High,Interpretasi Visual Satelit,1682,1779,1682_1779,0.0520000010728836,0.0672999992966651,0.0551999993622303,0.1527999937534332,0.1002999991178512,0.0553000010550022,0.5188866853713989,-0.4622009694576263,1,1.0,1.0,1.0,REVIEW,lebih dekat ke centroid kelas lain,-0.7548662754418682,1.6790306129981842,True,False
BW012,BW012,Area Pertanian Banjarejo,Rejoso,-7.542300041231708,111.8814406286573,-7.542315,111.881405,1,Bawang Merah,High,Interpretasi Visual Satelit,1651,1737,1651_1737,0.0533999986946582,0.0835999995470047,0.0857999995350837,0.2689000070095062,0.2161999940872192,0.1321000009775161,0.5246305465698242,-0.5210617184638977,1,1.0,1.0,1.0,OK,OK,1.1418276230743045,1.346709639176942,False,False
BW013,BW013,Sawah Desa Mlorah,Rejoso,-7.551193362544491,111.87560157931053,-7.551203,111.875612,1,Bawang Merah,Medium,Interpretasi Visual Satelit,1750,1672,1750_1672,0.1155000030994415,0.1353999972343444,0.1445000022649765,0.2504000067710876,0.2343000024557113,0.1794500052928924,0.2448073476552963,-0.2980819046497345,1,1.0,0.75,0.75,REVIEW,outlier spektral; confidence medium,1.0266015385120815,6.323112569935523,False,True
BW014,BW014,Timur Kantor Kecamatan,Rejoso,-7.54840858516372,111.88853731940183,-7.548411,111.888501,1,Bawang Merah,High,Interpretasi Visual Satelit,1719,1816,1719_1816,0.0599000006914138,0.0781999975442886,0.069300003349781,0.201550006866455,0.1106500029563903,0.0640999972820282,0.5306845903396606,-0.4991340935230255,1,1.0,1.0,1.0,REVIEW,lebih dekat ke centroid kelas lain,-0.029570743812762812,1.4655420160312775,True,False
BW016,BW016,Pertanian Klagen,Rejoso,-7.538077959396346,111.88341692228236,-7.538122,111.88341,1,Bawang Merah,Medium,Interpretasi Visual Satelit,1604,1759,1604_1759,0.1115999966859817,0.1252000033855438,0.1418000012636184,0.2110999971628189,0.2624000012874603,0.2245000004768371,0.1889608502388,-0.2537577450275421,1,1.0,0.75,0.75,REVIEW,outlier spektral; confidence medium,0.9798227461657518,5.9168493354456,False,True
BW017,BW017,Blok Barat Rejoso,Rejoso,-7.546162796953422,111.8791050089186,-7.546205,111.879125,1,Bawang Merah,High,Interpretasi Visual Satelit,1694,1711,1694_1711,0.0313999988138675,0.046799998730421,0.034400001168251,0.2205000072717666,0.1497000008821487,0.0807000026106834,0.7230614423751831,-0.6357552409172058,1,1.0,1.0,1.0,REVIEW,lebih dekat ke centroid kelas lain,-0.5024190804557009,2.43757552630876,True,False
BW018,BW018,Sawah Perbatasan Bagor,Rejoso,-7.555415444379853,111.8724574758161,-7.55541,111.872502,1,Bawang Merah,Medium,Interpretasi Visual Satelit,1797,1637,1797_1637,0.0564499981701374,0.0686499997973442,0.0635500028729438,0.1713999956846237,0.0917500033974647,0.0551999993622303,0.4513504207134247,-0.4299062490463257,1,1.0,0.75,0.75,REVIEW,lebih dekat ke centroid kelas lain; confidence medium,-0.6347663105002141,1.855390604636218,True,False
BW019,BW019,Area Utara Jalan Tol,Rejoso,-7.5251422193050255,111.88620169966312,-7.525105,111.886214,1,Bawang Merah,High,Interpretasi Visual Satelit,1460,1790,1460_1790,0.0575000010430812,0.0784000009298324,0.0859500020742416,0.2544000148773193,0.2151000052690506,0.1358000040054321,0.4866857528686523,-0.5263070464134216,1,1.0,1.0,1.0,OK,OK,1.1965032784974046,1.0146131216711158,False,False
BW020,BW020,Sawah Dekat Sungai,Rejoso,-7.541761052061236,111.88431523756648,-7.54172,111.884315,1,Bawang Merah,High,Interpretasi Visual Satelit,1645,1769,1645_1769,0.0540000014007091,0.0719999969005584,0.067500002682209,0.2072000056505203,0.1608999967575073,0.1005999967455864,0.5111976861953735,-0.4853046536445617,1,1.0,1.0,1.0,OK,OK,0.32263757858962716,0.4290399198436046,False,False
BW021,BW021,Persawahan Desa Bagor Kulon,Bagor,-7.5750885491020705,111.85520982236102,-7.575102,111.85521,1,Bawang Merah,High,Interpretasi Visual Satelit,2016,1445,2016_1445,0.0654499977827072,0.0906499996781349,0.0852499976754188,0.2221000045537948,0.1817000061273574,0.1228500008583068,0.4449287354946136,-0.4159249663352966,1,1.0,1.0,1.0,OK,OK,1.0659435184914992,1.1562857479117932,False,False
BW022,BW022,Sawah Desa Guyangan,Bagor,-7.5723037717213,111.86140819782143,-7.572315,111.861405,1,Bawang Merah,High,Interpretasi Visual Satelit,1985,1514,1985_1514,0.0797000005841255,0.0898500010371208,0.0847499966621398,0.1929499953985214,0.2000499963760376,0.161650002002716,0.3911630511283874,-0.3692299127578735,1,1.0,1.0,1.0,OK,OK,0.9162098964341086,2.593830288136129,False,False
