Sample_ID,Parent_Site,Lokasi,Kecamatan,Latitude,Longitude,Input_Latitude,Input_Longitude,Label,Kelas_Detail,Confidence,Sumber_GT,Raster_Row,Raster_Col,Pixel_ID,B2,B3,B4,B8,B11,B12,NDVI,NDWI,Samples_Per_Site,Site_Weight,Confidence_Weight,Raw_Sample_Weight
NB004_P03,NB004,Sawah Padi,Gondang,-7.485077357633294,111.95878557462,-7.485077357633294,111.95878557462,0,Padi,High,Ground Truth Negatif V4,1014,2598,1014_2598,0.0333999991416931,0.0496999993920326,0.0340000018477439,0.2391999959945678,0.1944999992847442,0.0996999964118003,0.7473996877670288,-0.6564589738845825,9,0.1111111111111111,1.0,0.1111111111111111
NB004_P04,NB004,Sawah Padi,Gondang,-7.485167189161706,111.95860591156315,-7.485167189161706,111.95860591156315,0,Padi,High,Ground Truth Negatif V4,1015,2596,1015_2596,0.0483000017702579,0.0692000016570091,0.0627999976277351,0.2639000117778778,0.2302999943494796,0.1240999996662139,0.6249651908874512,-0.5832223892211914,9,0.1111111111111111,1.0,0.1111111111111111
NB004_P05,NB004,Sawah Padi,Gondang,-7.485167189161706,111.95869574309158,-7.485167189161706,111.95869574309158,0,Padi,High,Ground Truth Negatif V4,1015,2597,1015_2597,0.0403999984264373,0.0568000003695488,0.0507999993860721,0.2342000007629394,0.1944999992847442,0.0996999964118003,0.673107385635376,-0.6194086670875549,9,0.1111111111111111,1.0,0.1111111111111111
NB004_P06,NB004,Sawah Padi,Gondang,-7.485167189161706,111.95878557462,-7.485167189161706,111.95878557462,0,Padi,High,Ground Truth Negatif V4,1015,2598,1015_2598,0.0381000004708766,0.0571000017225742,0.045499999076128,0.2526000142097473,0.1944999992847442,0.0996999964118003,0.7161571979522705,-0.6386698484420776,9,0.1111111111111111,1.0,0.1111111111111111
NB004_P07,NB004,Sawah Padi,Gondang,-7.485257020690118,111.95860591156315,-7.485257020690118,111.95860591156315,0,Padi,High,Ground Truth Negatif V4,1016,2596,1016_2596,0.0560000017285347,0.0778999999165535,0.0805500000715255,0.2640999853610992,0.2703999876976013,0.1636999994516372,0.5374028086662292,-0.5346687436103821,9,0.1111111111111111,1.0,0.1111111111111111
NB004_P08,NB004,Sawah Padi,Gondang,-7.485257020690118,111.95869574309158,-7.485257020690118,111.95869574309158,0,Padi,High,Ground Truth Negatif V4,1016,2597,1016_2597,0.0400499999523162,0.0565499998629093,0.0531999990344047,0.2217999994754791,0.2268999963998794,0.1196499988436698,0.6520406603813171,-0.5954417586326599,9,0.1111111111111111,1.0,0.1111111111111111
NB004_P09,NB004,Sawah Padi,Gondang,-7.485257020690118,111.95878557462,-7.485257020690118,111.95878557462,0,Padi,High,Ground Truth Negatif V4,1016,2598,1016_2598,0.0379999987781047,0.060199998319149,0.0462500005960464,0.2529000043869018,0.2268999963998794,0.1196499988436698,0.7285842299461365,-0.6259145140647888,9,0.1111111111111111,1.0,0.1111111111111111
NB005_P01,NB005,Jalan Barat,Bagor,-7.575268212158894,111.85916240961114,-7.575268212158894,111.85916240961114,0,Jalan,High,Ground Truth Negatif V4,2018,1489,2018_1489,0.0637499988079071,0.0776999965310096,0.0776999965310096,0.1526499986648559,0.1269499957561493,0.090549997985363,0.3442324101924896,-0.3306598663330078,1,1.0,1.0,1.0
NB006_P01,NB006,Jalan Timur,Sukomoro,-7.594222664653817,111.94809562273898,-7.594222664653817,111.94809562273898,0,Jalan,High,Ground Truth Negatif V4,2229,2479,2229_2479,0.0773999989032745,0.097800001502037,0.0922000035643577,0.2445999979972839,0.226500004529953,0.179199993610382,0.4399502277374267,-0.4269924461841583,1,1.0,1.0,1.0
NB007_P01,NB007,Hutan Jati,Rejoso,-7.491365564622131,111.88413557450968,-7.491365564622131,111.88413557450968,0,Hutan Jati,High,Ground Truth Negatif V4,1084,1767,1084_1767,0.0286999996751546,0.0377999991178512,0.0263999998569488,0.0175999999046325,0.0151000004261732,0.0124000003561377,-0.3333333432674408,0.449139267206192,9,0.1111111111111111,1.0,0.1111111111111111
NB007_P02,NB007,Hutan Jati,Rejoso,-7.491365564622131,111.88422540603808,-7.491365564622131,111.88422540603808,0,Hutan Jati,High,Ground Truth Negatif V4,1084,1768,1084_1768,0.0289999991655349,0.0397999994456768,0.0285999998450279,0.0176999997347593,0.0154999997466802,0.0125000001862645,-0.3407821357250213,0.445141077041626,9,0.1111111111111111,1.0,0.1111111111111111
NB007_P03,NB007,Hutan Jati,Rejoso,-7.491365564622131,111.88431523756648,-7.491365564622131,111.88431523756648,0,Hutan Jati,High,Ground Truth Negatif V4,1084,1769,1084_1769,0.0302000008523464,0.0403999984264373,0.0300999991595745,0.0170000009238719,0.0154999997466802,0.0125000001862645,-0.3668528795242309,0.46875,9,0.1111111111111111,1.0,0.1111111111111111
NB007_P04,NB007,Hutan Jati,Rejoso,-7.491455396150543,111.88413557450968,-7.491455396150543,111.88413557450968,0,Hutan Jati,High,Ground Truth Negatif V4,1085,1767,1085_1767,0.0298999994993209,0.036200001835823,0.0265999995172023,0.0167999994009733,0.0151000004261732,0.0124000003561377,-0.3600000143051147,0.4615384638309479,9,0.1111111111111111,1.0,0.1111111111111111
NB007_P05,NB007,Hutan Jati,Rejoso,-7.491455396150543,111.88422540603808,-7.491455396150543,111.88422540603808,0,Hutan Jati,High,Ground Truth Negatif V4,1085,1768,1085_1768,0.0285000000149011,0.0377999991178512,0.0281000006943941,0.0163000002503395,0.0154999997466802,0.0125000001862645,-0.3626373708248138,0.4729411900043487,9,0.1111111111111111,1.0,0.1111111111111111
NB007_P06,NB007,Hutan Jati,Rejoso,-7.491455396150543,111.88431523756648,-7.491455396150543,111.88431523756648,0,Hutan Jati,High,Ground Truth Negatif V4,1085,1769,1085_1769,0.0284000001847744,0.0386999994516372,0.0293000005185604,0.015599999576807,0.0154999997466802,0.0125000001862645,-0.3791208863258362,0.4967741966247558,9,0.1111111111111111,1.0,0.1111111111111111
NB007_P07,NB007,Hutan Jati,Rejoso,-7.491545227678955,111.88413557450968,-7.491545227678955,111.88413557450968,0,Hutan Jati,High,Ground Truth Negatif V4,1086,1767,1086_1767,0.0270000007003545,0.0375000014901161,0.0275999996811151,0.0163000002503395,0.0142000000923872,0.0120000001043081,-0.3456464409828186,0.4476614594459533,9,0.1111111111111111,1.0,0.1111111111111111
NB007_P08,NB007,Hutan Jati,Rejoso,-7.491545227678955,111.88422540603808,-7.491545227678955,111.88422540603808,0,Hutan Jati,High,Ground Truth Negatif V4,1086,1768,1086_1768,0.0302000008523464,0.0373999997973442,0.0273000001907348,0.0148000000044703,0.0144999995827674,0.0115000000223517,-0.3832853138446808,0.4731934666633606,9,0.1111111111111111,1.0,0.1111111111111111
NB007_P09,NB007,Hutan Jati,Rejoso,-7.491545227678955,111.88431523756648,-7.491545227678955,111.88431523756648,0,Hutan Jati,High,Ground Truth Negatif V4,1086,1769,1086_1769,0.0298999994993209,0.0377999991178512,0.0276999995112419,0.0143999997526407,0.0144999995827674,0.0115000000223517,-0.3793103396892547,0.4952380955219269,9,0.1111111111111111,1.0,0.1111111111111111
NB008_P01,NB008,Hutan Rimba,Gondang,-7.445192159018387,111.94540067688662,-7.445192159018387,111.94540067688662,0,Hutan,High,Ground Truth Negatif V4,570,2449,570_2449,0.0483999997377395,0.0732000023126602,0.0597999989986419,0.2842999994754791,0.2236000001430511,0.1243000030517578,0.6525275707244873,-0.5866742134094238,9,0.1111111111111111,1.0,0.1111111111111111
NB008_P02,NB008,Hutan Rimba,Gondang,-7.445192159018387,111.94549050841503,-7.445192159018387,111.94549050841503,0,Hutan,High,Ground Truth Negatif V4,570,2450,570_2450,0.0416000001132488,0.0659999996423721,0.0507999993860721,0.3217000067234039,0.2236000001430511,0.1243000030517578,0.7277598977088928,-0.6595744490623474,9,0.1111111111111111,1.0,0.1111111111111111
NB008_P03,NB008,Hutan Rimba,Gondang,-7.445192159018387,111.94558033994343,-7.445192159018387,111.94558033994343,0,Hutan,High,Ground Truth Negatif V4,570,2451,570_2451,0.0388999991118907,0.0630000010132789,0.0478000007569789,0.3364000022411346,0.2166000008583068,0.1203000023961067,0.7534176111221313,-0.6872673034667969,9,0.1111111111111111,1.0,0.1111111111111111
NB008_P04,NB008,Hutan Rimba,Gondang,-7.4452819905468,111.94540067688662,-7.4452819905468,111.94540067688662,0,Hutan,High,Ground Truth Negatif V4,571,2449,571_2449,0.0461000017821788,0.0689999982714653,0.050500001758337,0.2928000092506408,0.2010000050067901,0.1049999967217445,0.7058823704719543,-0.6186791658401489,9,0.1111111111111111,1.0,0.1111111111111111
NB008_P05,NB008,Hutan Rimba,Gondang,-7.4452819905468,111.94549050841503,-7.4452819905468,111.94549050841503,0,Hutan,High,Ground Truth Negatif V4,571,2450,571_2450,0.0399000011384487,0.0608000010251998,0.0461999997496604,0.3111000061035156,0.2010000050067901,0.1049999967217445,0.7401574850082397,-0.6715288758277893,9,0.1111111111111111,1.0,0.1111111111111111
NB008_P06,NB008,Hutan Rimba,Gondang,-7.4452819905468,111.94558033994343,-7.4452819905468,111.94558033994343,0,Hutan,High,Ground Truth Negatif V4,571,2451,571_2451,0.0399999991059303,0.062399998307228,0.0460000000894069,0.319599986076355,0.1913000047206878,0.1040000021457672,0.7495235204696655,-0.6732984185218811,9,0.1111111111111111,1.0,0.1111111111111111
NB008_P07,NB008,Hutan Rimba,Gondang,-7.445371822075211,111.94540067688662,-7.445371822075211,111.94540067688662,0,Hutan,High,Ground Truth Negatif V4,572,2449,572_2449,0.0436999984085559,0.066600002348423,0.0504000000655651,0.2851999998092651,0.2010000050067901,0.1049999967217445,0.7010949850082397,-0.6234428286552429,9,0.1111111111111111,1.0,0.1111111111111111
NB008_P08,NB008,Hutan Rimba,Gondang,-7.445371822075211,111.94549050841503,-7.445371822075211,111.94549050841503,0,Hutan,High,Ground Truth Negatif V4,572,2450,572_2450,0.0377000011503696,0.0566999986767768,0.0441999994218349,0.2820999920368194,0.2010000050067901,0.1049999967217445,0.7276214957237244,-0.6637930870056152,9,0.1111111111111111,1.0,0.1111111111111111
NB008_P09,NB008,Hutan Rimba,Gondang,-7.445371822075211,111.94558033994343,-7.445371822075211,111.94558033994343,0,Hutan,High,Ground Truth Negatif V4,572,2451,572_2451,0.0412000007927417,0.0599999986588954,0.050000000745058,0.2675999999046325,0.1913000047206878,0.1040000021457672,0.6782210469245911,-0.628022313117981,9,0.1111111111111111,1.0,0.1111111111111111
BW001,BW001,Utara Jalan Raya Sukomoro,Sukomoro,-7.585059848755797,111.93524971417607,-7.585102,111.93521,1,Bawang Merah,High,Interpretasi Visual Satelit,2127,2336,2127_2336,0.0723000019788742,0.0856499969959259,0.09260000288486481,0.1860000044107437,0.30489999055862427,0.2890999913215637,0.3323848843574524,-0.373222678899765,1,1.0,1.0,1.0
BW002,BW002,Persawahan Desa Nglundo,Sukomoro,-7.586317490153564,111.9482752857958,-7.586311,111.948305,1,Bawang Merah,High,Interpretasi Visual Satelit,2141,2481,2141_2481,0.051750000566244125,0.061799999326467514,0.06030000001192093,0.0949999988079071,0.09995000064373016,0.06875000149011612,0.21617117524147034,-0.2376575767993927,1,1.0,1.0,1.0
BW003,BW003,Selatan Stasiun Sukomoro,Sukomoro,-7.595390474523172,111.94611932911391,-7.59542,111.946112,1,Bawang Merah,High,Interpretasi Visual Satelit,2242,2457,2242_2457,0.05779999867081642,0.07079999893903732,0.0697999969124794,0.1378999948501587,0.11050000041723251,0.07240000367164612,0.3222835958003998,-0.2898876368999481,1,1.0,1.0,1.0
BW004,BW004,Area Timur Pasar Sukomoro,Sukomoro,-7.597546431205059,111.94719730745486,-7.597511,111.947201,1,Bawang Merah,High,Interpretasi Visual Satelit,2266,2469,2266_2469,0.05779999867081642,0.07450000196695328,0.07119999825954437,0.1678999960422516,0.11514999717473984,0.07199999690055847,0.419687420129776,-0.39802974462509155,1,1.0,1.0,1.0
BW005,BW005,Persawahan Desa Kapas,Sukomoro,-7.605182111120074,111.9384836491989,-7.605213,111.938515,1,Bawang Merah,High,Interpretasi Visual Satelit,2351,2372,2351_2372,0.05559999868273735,0.0786999985575676,0.07859999686479568,0.19740000367164612,0.17139999568462372,0.1103999987244606,0.4050343334674835,-0.4196676015853882,1,1.0,1.0,1.0
BW006,BW006,Blok Pertanian Kapas Barat,Sukomoro,-7.606349920989429,111.93641752404542,-7.606322,111.93641,1,Bawang Merah,High,Interpretasi Visual Satelit,2364,2349,2364_2349,0.07204999774694443,0.09465000033378601,0.10700000077486038,0.271450012922287,0.22120000422000885,0.1356000006198883,0.2916136384010315,-0.4266977906227112,1,1.0,1.0,1.0
BW007,BW007,Sawah Desa Bungur,Sukomoro,-7.581197093034083,111.94010061671031,-7.581205,111.940125,1,Bawang Merah,High,Interpretasi Visual Satelit,2084,2390,2084_2390,0.04735000059008598,0.06369999796152115,0.05820000171661377,0.23190000653266907,0.1931000053882599,0.1339000016450882,0.5977163910865784,-0.5719962120056152,1,1.0,1.0,1.0
BW008,BW008,Perbatasan Nganjuk Kota,Sukomoro,-7.583442881244382,111.93147678998277,-7.58341,111.931502,1,Bawang Merah,Medium,Interpretasi Visual Satelit,2109,2294,2109_2294,0.06759999692440033,0.0843999981880188,0.09700000286102295,0.1655000001192093,0.15049999952316284,0.1096000000834465,0.22429905831813812,-0.3263157904148102,1,1.0,0.75,0.75
BW010,BW010,Sawah Selatan Rel KA,Sukomoro,-7.596737947449351,111.94028027976714,-7.59672,111.940315,1,Bawang Merah,High,Interpretasi Visual Satelit,2257,2392,2257_2392,0.04919999837875366,0.0697999969124794,0.06279999762773514,0.16769999265670776,0.1339000016450882,0.0869000032544136,0.45679011940956116,-0.4262227714061737,1,1.0,1.0,1.0
BW011,BW011,Persawahan Desa Rejoso,Rejoso,-7.545084818612478,111.8852135528506,-7.545102,111.88521,1,Bawang Merah,High,Interpretasi Visual Satelit,1682,1779,1682_1779,0.052000001072883606,0.06729999929666519,0.0551999993622303,0.15279999375343323,0.10029999911785126,0.05530000105500221,0.5188866853713989,-0.46220096945762634,1,1.0,1.0,1.0
BW012,BW012,Area Pertanian Banjarejo,Rejoso,-7.542300041231708,111.8814406286573,-7.542315,111.881405,1,Bawang Merah,High,Interpretasi Visual Satelit,1651,1737,1651_1737,0.05339999869465828,0.0835999995470047,0.08579999953508377,0.2689000070095062,0.21619999408721924,0.13210000097751617,0.5246305465698242,-0.5210617184638977,1,1.0,1.0,1.0
BW013,BW013,Sawah Desa Mlorah,Rejoso,-7.551193362544491,111.87560157931053,-7.551203,111.875612,1,Bawang Merah,Medium,Interpretasi Visual Satelit,1750,1672,1750_1672,0.11550000309944153,0.13539999723434448,0.1445000022649765,0.25040000677108765,0.23430000245571136,0.17945000529289246,0.24480734765529633,-0.2980819046497345,1,1.0,0.75,0.75
BW014,BW014,Timur Kantor Kecamatan,Rejoso,-7.54840858516372,111.88853731940185,-7.548411,111.888501,1,Bawang Merah,High,Interpretasi Visual Satelit,1719,1816,1719_1816,0.05990000069141388,0.07819999754428864,0.06930000334978104,0.20155000686645508,0.11065000295639038,0.0640999972820282,0.5306845903396606,-0.4991340935230255,1,1.0,1.0,1.0
BW016,BW016,Pertanian Klagen,Rejoso,-7.538077959396346,111.88341692228236,-7.538122,111.88341,1,Bawang Merah,Medium,Interpretasi Visual Satelit,1604,1759,1604_1759,0.11159999668598175,0.12520000338554382,0.14180000126361847,0.2110999971628189,0.2624000012874603,0.22450000047683716,0.18896085023880005,-0.2537577450275421,1,1.0,0.75,0.75
BW017,BW017,Blok Barat Rejoso,Rejoso,-7.546162796953422,111.8791050089186,-7.546205,111.879125,1,Bawang Merah,High,Interpretasi Visual Satelit,1694,1711,1694_1711,0.03139999881386757,0.046799998730421066,0.03440000116825104,0.22050000727176666,0.14970000088214874,0.08070000261068344,0.7230614423751831,-0.6357552409172058,1,1.0,1.0,1.0
BW018,BW018,Sawah Perbatasan Bagor,Rejoso,-7.555415444379853,111.8724574758161,-7.55541,111.872502,1,Bawang Merah,Medium,Interpretasi Visual Satelit,1797,1637,1797_1637,0.056449998170137405,0.06864999979734421,0.06355000287294388,0.17139999568462372,0.09175000339746475,0.0551999993622303,0.4513504207134247,-0.4299062490463257,1,1.0,0.75,0.75
BW019,BW019,Area Utara Jalan Tol,Rejoso,-7.5251422193050255,111.88620169966313,-7.525105,111.886214,1,Bawang Merah,High,Interpretasi Visual Satelit,1460,1790,1460_1790,0.057500001043081284,0.07840000092983246,0.08595000207424164,0.25440001487731934,0.2151000052690506,0.13580000400543213,0.48668575286865234,-0.5263070464134216,1,1.0,1.0,1.0
BW020,BW020,Sawah Dekat Sungai,Rejoso,-7.541761052061236,111.88431523756648,-7.54172,111.884315,1,Bawang Merah,High,Interpretasi Visual Satelit,1645,1769,1645_1769,0.05400000140070915,0.07199999690055847,0.06750000268220901,0.20720000565052032,0.16089999675750732,0.1005999967455864,0.5111976861953735,-0.48530465364456177,1,1.0,1.0,1.0
BW021,BW021,Persawahan Desa Bagor Kulon,Bagor,-7.5750885491020705,111.85520982236102,-7.575102,111.85521,1,Bawang Merah,High,Interpretasi Visual Satelit,2016,1445,2016_1445,0.06544999778270721,0.09064999967813492,0.08524999767541885,0.22210000455379486,0.18170000612735748,0.12285000085830688,0.44492873549461365,-0.41592496633529663,1,1.0,1.0,1.0
BW022,BW022,Sawah Desa Guyangan,Bagor,-7.5723037717213,111.86140819782145,-7.572315,111.861405,1,Bawang Merah,High,Interpretasi Visual Satelit,1985,1514,1985_1514,0.07970000058412552,0.08985000103712082,0.08474999666213989,0.19294999539852142,0.2000499963760376,0.16165000200271606,0.39116305112838745,-0.36922991275787354,1,1.0,1.0,1.0
BW023,BW023,Area Pertanian Banaran,Bagor,-7.581197093034083,111.85161656122453,-7.581203,111.851612,1,Bawang Merah,High,Interpretasi Visual Satelit,2084,1405,2084_1405,0.052000001072883606,0.062300000339746475,0.06560000032186508,0.2345000058412552,0.1559000015258789,0.08389999717473984,0.5770470499992371,-0.5461441278457642,1,1.0,1.0,1.0
BW024,BW024,Sawah Desa Paron,Bagor,-7.588383615307039,111.85853358891225,-7.588411,111.858501,1,Bawang Merah,High,Interpretasi Visual Satelit,2164,1482,2164_1482,0.0568000003695488,0.07919999957084656,0.07620000094175339,0.20909999310970306,0.1454000025987625,0.10610000044107437,0.35936814546585083,-0.4066895842552185,1,1.0,1.0,1.0
BW025,BW025,Blok Timur Bagor,Bagor,-7.575627538272542,111.86823539398075,-7.575613,111.868215,1,Bawang Merah,Medium,Interpretasi Visual Satelit,2022,1590,2022_1590,0.053199999034404755,0.06939999759197235,0.0737999975681305,0.18479999899864197,0.1509000062942505,0.10499999672174454,0.4217067062854767,-0.41434597969055176,1,1.0,0.75,0.75
BW026,BW026,Sawah Desa Ngumpul,Bagor,-7.568081689885938,111.86338449144651,-7.568122,111.86341,1,Bawang Merah,High,Interpretasi Visual Satelit,1938,1536,1938_1536,0.03305000066757202,0.05770000070333481,0.036649998277425766,0.32499998807907104,0.20270000398159027,0.10925000160932541,0.8064593076705933,-0.7008544206619263,1,1.0,1.0,1.0
BW027,BW027,Pertanian Kendalrejo,Bagor,-7.59116839268781,111.85916240961114,-7.591205,111.859125,1,Bawang Merah,High,Interpretasi Visual Satelit,2195,1489,2195_1489,0.058400001376867294,0.08190000057220459,0.08420000225305557,0.2280000001192093,0.2361000031232834,0.15489999949932098,0.4004983901977539,-0.45194029808044434,1,1.0,1.0,1.0
BW028,BW028,Sawah Barat Timbangan,Bagor,-7.57643602202825,111.86050988253731,-7.57641,111.860502,1,Bawang Merah,High,Interpretasi Visual Satelit,2031,1504,2031_1504,0.0763000026345253,0.09629999846220016,0.10719999670982361,0.1891999989748001,0.20080000162124634,0.13410000503063202,0.279458224773407,-0.32723432779312134,1,1.0,1.0,1.0
BW029,BW029,Area Selatan Jalan Arteri,Bagor,-7.5830835551307345,111.85619796917355,-7.583105,111.856214,1,Bawang Merah,High,Interpretasi Visual Satelit,2105,1456,2105_1456,0.04755000025033951,0.05894999951124191,0.05719999969005585,0.13439999520778656,0.1530500054359436,0.09910000115633011,0.4094389081001282,-0.38778072595596313,1,1.0,1.0,1.0
BW033,BW033,Pertanian Desa Campur,Gondang,-7.481214601911581,111.95258719915957,-7.481203,111.952612,1,Bawang Merah,Medium,Interpretasi Visual Satelit,971,2529,971_2529,0.05380000174045563,0.07270000129938126,0.08820000290870667,0.23770000040531158,0.30880001187324524,0.1923999935388565,0.42418235540390015,-0.46504783630371094,1,1.0,0.75,0.75
BW034,BW034,Area Selatan Gondang,Gondang,-7.508433555020402,111.95752793322222,-7.508411,111.957501,1,Bawang Merah,High,Interpretasi Visual Satelit,1274,2584,1274_2584,0.03869999945163727,0.06154999881982803,0.04544999822974205,0.20720000565052032,0.18150000274181366,0.0997999981045723,0.637303352355957,-0.5455341339111328,1,1.0,1.0,1.0
BW035,BW035,Sawah Desa Balonggebang,Gondang,-7.512655636855763,111.95420416667099,-7.512613,111.954215,1,Bawang Merah,High,Interpretasi Visual Satelit,1321,2547,1321_2547,0.0471000000834465,0.06644999980926514,0.05525000020861626,0.23749999701976776,0.20555000007152557,0.11249999701976776,0.6068192720413208,-0.5551743507385254,1,1.0,1.0,1.0
BW036,BW036,Persawahan Ngujung,Gondang,-7.488131629599301,111.94836511732422,-7.488122,111.94841,1,Bawang Merah,High,Interpretasi Visual Satelit,1048,2482,1048_2482,0.026000000536441803,0.04490000009536743,0.028999999165534973,0.28619998693466187,0.20479999482631683,0.09690000116825104,0.8113207817077637,-0.7222394347190857,1,1.0,1.0,1.0
BW037,BW037,Blok Timur Karangsemi,Gondang,-7.497204613968908,111.96013304754618,-7.497205,111.960125,1,Bawang Merah,Medium,Interpretasi Visual Satelit,1149,2613,1149_2613,0.029500000178813934,0.04839999973773956,0.033900000154972076,0.2842000126838684,0.21130000054836273,0.10429999977350235,0.7776315808296204,-0.7090250253677368,1,1.0,0.75,0.75
BW039,BW039,Area Pertanian Kedungglugu,Gondang,-7.465134758325841,111.96121102588712,-7.465105,111.961214,1,Bawang Merah,Medium,Interpretasi Visual Satelit,792,2625,792_2625,0.060499999672174454,0.0843999981880188,0.07940000295639038,0.28360000252723694,0.2939999997615814,0.18015000224113464,0.5273855924606323,-0.523792564868927,1,1.0,0.75,0.75
BW040,BW040,Sawah Dekat Hutan,Gondang,-7.459744866621124,111.95833641697794,-7.45972,111.958315,1,Bawang Merah,High,Interpretasi Visual Satelit,732,2593,732_2593,0.025599999353289604,0.045499999076128006,0.027300000190734863,0.24140000343322754,0.18170000612735748,0.08259999752044678,0.796875,-0.6829268336296082,1,1.0,1.0,1.0
